sampling_method,profile,aux_var,partitioning,budget,run_id,theta_hat,theta_true,failures_obs,execution_time
SUPS,P0,PC,none,400,7,0.1182669270075723,0.1116504854368931,89,0.0002387920394539
SUPS,P0,PC,none,400,8,0.1151751967704089,0.1116504854368931,86,0.0002362090162932
SUPS,P0,PC,none,400,9,0.1224479742033912,0.1116504854368931,92,0.0002373750321567
SUPS,P0,PC,none,400,10,0.1038258164488083,0.1116504854368931,81,0.0002336674369871
SUPS,P0,PC,none,400,11,0.1157299074874881,0.1116504854368931,87,0.0002337088808417
SUPS,P0,PC,none,400,12,0.0943293244133615,0.1116504854368931,75,0.0002350420691072
SUPS,P0,PC,none,400,13,0.0928320974787268,0.1116504854368931,76,0.0002321251668035
SUPS,P0,PC,none,400,14,0.1282540517490407,0.1116504854368931,96,0.0004086657427251
SUPS,P0,PC,none,400,15,0.1244440033253007,0.1116504854368931,94,0.0003984998911619
SUPS,P0,PC,none,400,16,0.1193403086019515,0.1116504854368931,94,0.0002536671236157
SUPS,P0,PC,none,400,17,0.1172452844410605,0.1116504854368931,90,0.0002259579487144
SUPS,P0,PC,none,400,18,0.1141338807355041,0.1116504854368931,90,0.0002177497372031
SUPS,P0,PC,none,400,19,0.1056168434275832,0.1116504854368931,82,0.0002168328501284
SUPS,P0,PC,none,400,20,0.1044121772728516,0.1116504854368931,83,0.0002403752878308
SUPS,P0,PC,none,400,21,0.0730990297063069,0.1116504854368931,59,0.0002374169416725
SUPS,P0,PC,none,400,22,0.1260999192857924,0.1116504854368931,96,0.0002351249568164
SUPS,P0,PC,none,400,23,0.1280353293541762,0.1116504854368931,98,0.0002357079647481
SUPS,P0,PC,none,400,24,0.1289982439883293,0.1116504854368931,96,0.0002354169264435
SUPS,P0,PC,none,400,25,0.1209230249179425,0.1116504854368931,92,0.0002370830625295
SUPS,P0,PC,none,400,26,0.1172441248395481,0.1116504854368931,91,0.0002343747764825
SUPS,P0,PC,none,400,27,0.0983141599850654,0.1116504854368931,79,0.0002348748967051
SUPS,P0,PC,none,400,28,0.1066043399893271,0.1116504854368931,83,0.0002242499031126
SUPS,P0,PC,none,400,29,0.0791929907609263,0.1116504854368931,65,0.0002237921580672
SUPS,P0,PC,none,400,30,0.1065531113032651,0.1116504854368931,85,0.0002229576930403
RHC,P0,PC,none,50,1,0.1461981046522232,0.1116504854368931,14,0.0005504158325493
RHC,P0,PC,none,50,2,0.1200481480586566,0.1116504854368931,11,0.0005244999192655
RHC,P0,PC,none,50,3,0.1715023981329846,0.1116504854368931,14,0.0005079172551631
RHC,P0,PC,none,50,4,0.1341475097269901,0.1116504854368931,12,0.0005032909102737
RHC,P0,PC,none,50,5,0.1433096334788811,0.1116504854368931,12,0.0004991251043975
RHC,P0,PC,none,50,6,0.1145377662872303,0.1116504854368931,10,0.0004976247437298
RHC,P0,PC,none,50,7,0.1321318487915936,0.1116504854368931,12,0.0005007083527743
RHC,P0,PC,none,50,8,0.0896812473151143,0.1116504854368931,9,0.0005084588192403
RHC,P0,PC,none,50,9,0.0669889251263541,0.1116504854368931,7,0.0004952498711645
RHC,P0,PC,none,50,10,0.0984666081699413,0.1116504854368931,9,0.0005010841414332
RHC,P0,PC,none,50,11,0.1562182890811052,0.1116504854368931,14,0.000569166149944
RHC,P0,PC,none,50,12,0.1108823661969827,0.1116504854368931,11,0.0005637076683342
RHC,P0,PC,none,50,13,0.1000793065775428,0.1116504854368931,10,0.0004921657964587
RHC,P0,PC,none,50,14,0.1509607980746072,0.1116504854368931,13,0.0004869159311056
RHC,P0,PC,none,50,15,0.0495885700561672,0.1116504854368931,5,0.0004823338240385
